index,record_id,gold,pred,error_type,claim_preview,evidence_preview
644,tals_vitaminc_validation_sample1000_validation_33268,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Goa confirmed a total of more than 5 cases of coronavirus .,"The state has confirmed a total of 5 cases ( with 0 deaths ) , as of 31 March 2020.__TOC__"
645,tals_vitaminc_validation_sample1000_validation_12909,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,"In connection to Nebuchadnezzar II , scholars agreed that Daniel was a prophet .",The consensus among scholars is that Daniel never existed and was apparently chosen for the hero of the book because of his traditional reputation as a wise seer .
646,tals_vitaminc_validation_sample1000_validation_15421,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,The Predator grossed more than $ 97 million worldwide .,The film received mixed reviews from critics and has grossed over $ 96 million worldwide.
648,tals_vitaminc_validation_sample1000_validation_31414,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,The 2019-20 coronavirus pandemic case fatality rate varied significantly between countries with Italy showing the highest rate of 11.39 % .,"The case fatality rate was estimated to be 4per cent in China , but varies significantly between countries ."
650,tals_vitaminc_validation_sample1000_validation_53603,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Michaela Watkins is American .,"Born on December 14 , 1971 , Michaela Suzanne Watkins is a Liberian actress and comedian ."
651,tals_vitaminc_validation_sample1000_validation_37108,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,"Over 237,000 cases of Coronavirus have been reported worldwide .","As of 19 March , more than 239,800 cases of COVID-19 have been reported in over 170 countries and territories , resulting in more than 9,900 deaths and 86,000 recoveries.  On 13 March , the WHO announced that Europe had become the new epicentre of the pandemic"
652,tals_vitaminc_validation_sample1000_validation_50233,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,I Kissed a Girl is a literary work .,"The accompanying music video for the song was released on May 16 , 2008 ."
653,tals_vitaminc_validation_sample1000_validation_53943,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Miranda Otto is the son of Barry Otto .,She played Éowyn in Peter Jackson 's The Lord of the Rings -LRB- film series -RRB- `` The Lord of the Rings The two Towers and The return of the king .
654,tals_vitaminc_validation_sample1000_validation_39663,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,The film Entourage was met with mixed reviews .,"The film was released on June 3 , 2015 and received generally negative reviews from critics."
655,tals_vitaminc_validation_sample1000_validation_38340,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,"On April 26 , 2020 , the confirmed cases of coronavirus were less than 4,650 in the state of Nevada .","As of April 27 , 2020 , 4,690 positive cases and 206 deaths have been reported in the state."
656,tals_vitaminc_validation_sample1000_validation_8511,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"Night School made a global total profit of more than $ 60 million after October 7 , 2018 .","As of October 8 , 2018 , Night School has grossed $ 48.7 million in the United States and Canada , and $ 12 million in other territories , for a total worldwide gross of $ 60.7 million , against a production budget of $ 29 million ."
657,tals_vitaminc_validation_sample1000_validation_25349,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,"By September 26 , 2011 , Jim Thome had more than 2,460 strikeouts in his career .","The top 14 Major League Baseball career strikeout leaders ( through August 18 , 2011 ) : # Reggie Jackson – 2,597 # Jim Thome – 2,456 # Sammy Sosa – 2,306 # Andrés Galarraga – 2,003 # José Canseco – 1,942 # Willie Stargell – 1,936 # Alex Rodriguez – 1,9"
659,tals_vitaminc_validation_sample1000_validation_7669,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,CinemaSins has gained over 4.4 million subscribers and over 780 million video views .,"As of June 2015 , CinemaSins has gained over 4.3 million subscribers and over 770 million video views ."
660,tals_vitaminc_validation_sample1000_validation_38127,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"As of the beginning of March , Italy had the third-highest number of positive cases of coronavirus .","As of the beginning of March , Italy was hit harder than anywhere else in the EU by the outbreak , and is the country with the second-highest number of positive cases as well as number of deaths in the world , after China ."
661,tals_vitaminc_validation_sample1000_validation_7785,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,The Hasan Süzer Ethnography Museum was built as a mansion in 1906 .,"It opened to the public on 9 September 2011.The Hasan Süzer Ethnography Museum , a restored late-Ottoman stone building , has the old life style decoration and collections of various weapons , documents , instruments used in the defense of the city as well as "
665,tals_vitaminc_validation_sample1000_validation_55815,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Rachel Green appeared in every episode of The Office .,"Rachel Karen Green is a fictional character , one of the six main characters who appeared in the American sitcom Friends ."
669,tals_vitaminc_validation_sample1000_validation_5319,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The London Zoo has walruses .,"great white egrets spectacled owls , burrowing owls , barn owls , red kangaroos , koalas , Goodfellow 's tree-kangaroos , bali mynas , bactrian camels , military macaws , indigo macaws , hyacinthine macaws , red-and-green macaws , walruses , rhino hornbills , "
670,tals_vitaminc_validation_sample1000_validation_33163,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"Guayas has 38 coronavirus cases , Los Rios has 10 , Pichinda 7 , Sucumbios 1 , Azuay 1 .","Guayas has 38 infected , Los Rios 10 infected , Pichincha 7 infected , Sucumbios 1 case , Azuay 1 infected , and Manabi 1 case ."
671,tals_vitaminc_validation_sample1000_validation_47875,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Eric Church is an American citizen .,Eric Church was born in China in 1997 and has shown interest in football since he was a child .
672,tals_vitaminc_validation_sample1000_validation_24847,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,"After 11 October 2018 , See You Again had more than 21.6 million likes and more than 718,000 dislikes .","It has received over 21.7 million likes and over 720,000 dislikes as of October 11 , 2018 ."
673,tals_vitaminc_validation_sample1000_validation_60450,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"The United Nations Charter was vetoed on June 26 , 1945 .","The United Nations Charter was vetoed at the San Francisco War Memorial and Performing Arts Center in San Francisco , United States , on June 26 , 1945 , by 50 of the 51 original member countries ."
674,tals_vitaminc_validation_sample1000_validation_32827,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"More than 43 cases of coronavirus were confirmed in Albania , and more than 18 people were hospitalized as of 15 March .","As of March 15 , 44 cases were confirmed , 19 people are hospitalized , with 3 of them under intense hospital supervision"
675,tals_vitaminc_validation_sample1000_validation_38588,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Schools were closed in the Alaba .,"Minister of Health of the Basque government , Nekane Murga , announces the closure of all schools in the Araba , after 12 pupils were affected by COVID-19 ."
676,tals_vitaminc_validation_sample1000_validation_132,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"By March 23 , 99,000 patients had recovered from coronavirus .","As of 23 March , more than 341,000 cases of COVID-19 have been reported in 192 countries and territories , resulting in more than 14,700 deaths and 99,000 recoveries ."
677,tals_vitaminc_validation_sample1000_validation_43449,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Arizona is a city in the United States .,"Arizona -LRB- -LSB- ɛərᵻˈzoʊnə , _ ærᵻ - -RSB- -RRB- -LRB- Hoozdo Hahoodzo -LSB- xòːztò xɑ̀xòːtsò -RSB- O'odham : Alĭ ṣonak -LSB- laɺi lʃonak -RSB- -RRB- is a state in the southwestern region of the United States ."
678,tals_vitaminc_validation_sample1000_validation_23895,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,See You Again received more than 26.25 million likes .,"It has received over 26.2 million likes and over 830,000 dislikes as of January 1 , 2020 ."
679,tals_vitaminc_validation_sample1000_validation_61357,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Yandex is a dictionary .,"Yandex ranked as the 4th largest search engine worldwide , based on information from Comscore.com , with more than 150 million searches per day as of April 2012 , and more than 50.5 million visitors -LRB- all company 's services -RRB- daily as of February 2013"
684,tals_vitaminc_validation_sample1000_validation_61068,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,The TV station WGBH-TV is in Texas .,"WGBH-TV , channel 2 , is a non-commercial educational PBS member television station located in Dallas , Texas ."
685,tals_vitaminc_validation_sample1000_validation_14364,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Al-Duhail paid over €30 million to recruit Shoya Nakajima .,"In February 2019 , it was announced that he would be joining Qatar Stars League side Al-Duhail for a reported transfer fee of €35 million ."
686,tals_vitaminc_validation_sample1000_validation_34152,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,"The Italian Council of Ministers placed more than 10 municipalities in the northern region under quarantine after February 21 , 2020 , due to the coronavirus pandemic .","Including the two victims , the number of cases in whole Italy rose to 79.On the same day , the Council of Ministers announced a bill to contain the infectious decease , quarantining 11 municipalities in Northern Italy ."
689,tals_vitaminc_validation_sample1000_validation_44155,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Bhagat Singh was a revolutionary .,Bhagat Singh was a charismatic Indian pacifist who is considered a folk hero of the Indian independence movement .
690,tals_vitaminc_validation_sample1000_validation_26449,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Tremaine Edmunds was drafted by the Bills in 2018 .,He played college football at Virginia Tech and was drafted by the Steelers in the first round of the 2018 NFL draft.
694,tals_vitaminc_validation_sample1000_validation_17669,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Noah Lomax played a role in 99 Homes .,"The film stars Andrew Garfield , Michael Shannon , Laura Dern and Noah Lomax ."
695,tals_vitaminc_validation_sample1000_validation_41039,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,The Rolling Stone magazine ranked Pearl Jam at number 8 in its Top Ten Live Acts of all Time issue .,"Formed after the demise of Gossard and Ament 's previous band , Mother Love Bone , Pearl Jam broke into the mainstream with its debut album , Ten , in 1991 ."
698,tals_vitaminc_validation_sample1000_validation_57283,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Shane McMahon worked in professional wrestling .,"McMahon began working in Broadway at age 15 , starring an independent drama play with his friends , where he portrayed an owner of a warehouse ."
699,tals_vitaminc_validation_sample1000_validation_16936,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,The Texas Chainsaw Massacre is the 8th highest-grossing horror franchise and has made $ 304.6 million .,"When comparing The Texas Chainsaw Massacre to the other top-grossing horror film franchises - A Nightmare on Elm Street , Child 's Play , Friday the 13th , Halloween , the Hannibal Lecter series , Psycho , Saw , and Scream - and adjusting for the"
700,tals_vitaminc_validation_sample1000_validation_49794,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,History of Earth dates back billions of years .,"The earliest undisputed evidence of life on Earth dates at least from 3.5 billion years ago , during the Eoarchean Era after a geological crust started to solidify following the earlier molten Hadean Eon ."
701,tals_vitaminc_validation_sample1000_validation_47173,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Drake Bell published a book .,Bell released an EP in 2011 called A Reminder independently .
703,tals_vitaminc_validation_sample1000_validation_45484,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Chile is a city .,Chile is today one of South America 's most stable and prosperous cities .
704,tals_vitaminc_validation_sample1000_validation_50651,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,`` Champ `` is a nickname held by James Jones .,HIs only nickname is Jame .
709,tals_vitaminc_validation_sample1000_validation_33727,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The Italian security forces were to ensure the Covid-19 quarantine is carried accordingly during the 2020 pandemic .,The Italian military and law enforcement agencies were instructed to secure and implement the lockdown .
711,tals_vitaminc_validation_sample1000_validation_38445,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,"In total , 11 autonomous communities cancelled classes in Spain .","The regional governments of Murcia , Galicia , Catalonia , the Basque Country , Asturias , Aragon , Canary Islands , Castile-La Mancha and Navarre announce the cancellation of classes at all educational levels in their respective regions , making a total of 10"
712,tals_vitaminc_validation_sample1000_validation_9456,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,"In A Serious Man , Dora was the wife of a Jewish man .","In a Polish shtetl in the early 20th century , a Jewish man tells his wife that he was helped on his way home by Traitle Groshkover , whom he has invited in for soup ."
714,tals_vitaminc_validation_sample1000_validation_19552,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The Chiapas state is located in Southeastern Mexico .,"It is the southernmost state , bordered by the states of Oaxaca to the west , Veracruz to the northwest and Tabasco to the north , and by the Petén , Quiché , Huehuetenango and San Marcos departments of Guatemala to the east and southeast ."
